Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
2016,October,10/01/2016,90910000,Federal Government,N,9100
2016,October,10/01/2016,11000000,Total Farm,N,500
2016,October,10/01/2016,7000000,Service Providing,N,663000
2016,October,10/01/2016,15000000,"Natural Resources, Mining and Constructi",N,44400
2016,October,10/01/2016,1000000,Total Wage and Salary,N,783100
2016,October,10/01/2016,65610000,Educational Services,N,16800
2016,October,10/01/2016,60540000,"Professional, Scientific and Technical S",N,73700
2016,October,10/01/2016,90000000,Government,N,125600
2016,October,10/01/2016,31000000,Durable Goods,N,51900
2016,October,10/01/2016,55530000,Real Estate and Rental and Leasing,N,10200
2016,October,10/01/2016,60000000,Professional and Business Services,N,131900
2016,October,10/01/2016,40000000,"Trade, Transportation and Utilities",N,139000
2016,October,10/01/2016,70720000,Accommodation and Food Service,N,61600
2016,October,10/01/2016,41000000,Wholesale Trade,N,39400
2016,October,10/01/2016,0,Total Nonfarm,N,782600
2016,October,10/01/2016,90920000,State Government,N,38400
2016,October,10/01/2016,30000000,Manufacturing,N,75200
2016,October,10/01/2016,43000000,"Transportation, Warehousing and Utilitie",N,27500
2016,October,10/01/2016,55520000,Finance and Insurance,N,20400
2016,October,10/01/2016,60550000,Management of Companies and Enterprises,N,14200
2016,November,11/01/2016,32000000,Nondurable Goods,N,22900
2016,November,11/01/2016,42000000,Retail Trade,N,74500
2016,November,11/01/2016,6000000,Goods Producing,N,119100
2016,November,11/01/2016,65000000,Educational and Health Services,N,119800
2016,November,11/01/2016,70710000,"Arts, Entertainment, and Recreation",N,9800
2016,November,11/01/2016,65620000,Health Care and Social Assistance,N,102900
2016,November,11/01/2016,50000000,Information,N,18500
2016,November,11/01/2016,60560000,Administrative and Support and Waste Ser,N,43300
2016,November,11/01/2016,80000000,Other Services,N,26200
2016,November,11/01/2016,70000000,Leisure and Hospitality,N,70400
2016,November,11/01/2016,15000000,"Natural Resources, Mining and Constructi",N,44400
2016,November,11/01/2016,7000000,Service Providing,N,665600
2016,November,11/01/2016,11000000,Total Farm,N,400
2016,November,11/01/2016,90930000,Local Government,N,78900
2016,November,11/01/2016,55000000,Financial Activities,N,31000
2016,November,11/01/2016,90910000,Federal Government,N,9200
2016,November,11/01/2016,60540000,"Professional, Scientific and Technical S",N,73300
2016,November,11/01/2016,65610000,Educational Services,N,16900
2016,November,11/01/2016,1000000,Total Wage and Salary,N,785100
2016,November,11/01/2016,90000000,Government,N,127100
2016,November,11/01/2016,40000000,"Trade, Transportation and Utilities",N,141900
2016,November,11/01/2016,60000000,Professional and Business Services,N,130700
2016,November,11/01/2016,55530000,Real Estate and Rental and Leasing,N,10300
2016,November,11/01/2016,31000000,Durable Goods,N,51800
2016,November,11/01/2016,70720000,Accommodation and Food Service,N,60600
2016,November,11/01/2016,41000000,Wholesale Trade,N,39500
2016,November,11/01/2016,0,Total Nonfarm,N,784700
2016,November,11/01/2016,90920000,State Government,N,39000
2016,November,11/01/2016,30000000,Manufacturing,N,74700
2016,November,11/01/2016,55520000,Finance and Insurance,N,20700
2016,November,11/01/2016,43000000,"Transportation, Warehousing and Utilitie",N,27900
2016,November,11/01/2016,60550000,Management of Companies and Enterprises,N,14100
2016,December,12/01/2016,42000000,Retail Trade,N,75700
2016,December,12/01/2016,32000000,Nondurable Goods,N,23000
2016,December,12/01/2016,70710000,"Arts, Entertainment, and Recreation",N,9900
2016,December,12/01/2016,65000000,Educational and Health Services,N,119600
2016,December,12/01/2016,6000000,Goods Producing,N,118700
2016,December,12/01/2016,65620000,Health Care and Social Assistance,N,102900
2016,December,12/01/2016,50000000,Information,N,18600
2016,December,12/01/2016,80000000,Other Services,N,26100
2016,December,12/01/2016,60560000,Administrative and Support and Waste Ser,N,42000
2016,December,12/01/2016,70000000,Leisure and Hospitality,N,70900
2016,December,12/01/2016,90930000,Local Government,N,78300
2016,December,12/01/2016,55000000,Financial Activities,N,31400
2016,December,12/01/2016,90910000,Federal Government,N,9400
2016,December,12/01/2016,11000000,Total Farm,N,400
2016,December,12/01/2016,7000000,Service Providing,N,669000
2016,December,12/01/2016,15000000,"Natural Resources, Mining and Constructi",N,43300
2016,December,12/01/2016,1000000,Total Wage and Salary,N,788100
2016,December,12/01/2016,65610000,Educational Services,N,16700
2016,December,12/01/2016,60540000,"Professional, Scientific and Technical S",N,74800
2016,December,12/01/2016,90000000,Government,N,126900
2016,December,12/01/2016,31000000,Durable Goods,N,52400
2016,December,12/01/2016,55530000,Real Estate and Rental and Leasing,N,10300
2016,December,12/01/2016,60000000,Professional and Business Services,N,131000
2016,December,12/01/2016,40000000,"Trade, Transportation and Utilities",N,144500
2016,December,12/01/2016,70720000,Accommodation and Food Service,N,61000
2016,December,12/01/2016,41000000,Wholesale Trade,N,39500
2016,December,12/01/2016,0,Total Nonfarm,N,787700
2016,December,12/01/2016,30000000,Manufacturing,N,75400
2016,December,12/01/2016,90920000,State Government,N,39200
2016,December,12/01/2016,43000000,"Transportation, Warehousing and Utilitie",N,29300
2016,December,12/01/2016,55520000,Finance and Insurance,N,21100
2016,December,12/01/2016,60550000,Management of Companies and Enterprises,N,14200
2015,January,01/01/2015,42000000,Retail Trade,N,70200
2015,January,01/01/2015,32000000,Nondurable Goods,N,21900
2015,January,01/01/2015,70710000,"Arts, Entertainment, and Recreation",N,9000
2015,January,01/01/2015,65000000,Educational and Health Services,N,111400
2015,January,01/01/2015,6000000,Goods Producing,N,108100
2015,January,01/01/2015,70000000,Leisure and Hospitality,N,64100
2015,January,01/01/2015,50000000,Information,N,15600
2015,January,01/01/2015,80000000,Other Services,N,24600
2015,January,01/01/2015,60560000,Administrative and Support and Waste Ser,N,39700
2015,January,01/01/2015,65620000,Health Care and Social Assistance,N,96500
2015,January,01/01/2015,90930000,Local Government,N,70900
2015,January,01/01/2015,90910000,Federal Government,N,9200
2015,January,01/01/2015,55000000,Financial Activities,N,28500
2015,January,01/01/2015,7000000,Service Providing,N,619100
2015,January,01/01/2015,15000000,"Natural Resources, Mining and Constructi",N,38200
2015,January,01/01/2015,11000000,Total Farm,N,400
2015,January,01/01/2015,1000000,Total Wage and Salary,N,727600
2015,January,01/01/2015,70720000,Accommodation and Food Service,N,55100
2015,January,01/01/2015,65610000,Educational Services,N,14900
2015,January,01/01/2015,60540000,"Professional, Scientific and Technical S",N,66100
2015,January,01/01/2015,90000000,Government,N,118000
2015,January,01/01/2015,60000000,Professional and Business Services,N,123200
2015,January,01/01/2015,31000000,Durable Goods,N,48000
2015,January,01/01/2015,55530000,Real Estate and Rental and Leasing,N,9700
2015,January,01/01/2015,40000000,"Trade, Transportation and Utilities",N,133700
2015,January,01/01/2015,55520000,Finance and Insurance,N,18800
2015,January,01/01/2015,41000000,Wholesale Trade,N,37400
2015,January,01/01/2015,0,Total Nonfarm,N,727200
2015,January,01/01/2015,90920000,State Government,N,37900
2015,January,01/01/2015,30000000,Manufacturing,N,69900
2015,January,01/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26100
2015,January,01/01/2015,60550000,Management of Companies and Enterprises,N,17400
2015,February,02/01/2015,60560000,Administrative and Support and Waste Ser,N,40100
2015,February,02/01/2015,80000000,Other Services,N,24800
2015,February,02/01/2015,50000000,Information,N,15700
2015,February,02/01/2015,70000000,Leisure and Hospitality,N,65000
2015,February,02/01/2015,65620000,Health Care and Social Assistance,N,97000
2015,February,02/01/2015,32000000,Nondurable Goods,N,22100
2015,February,02/01/2015,42000000,Retail Trade,N,69300
2015,February,02/01/2015,6000000,Goods Producing,N,108600
2015,February,02/01/2015,65000000,Educational and Health Services,N,112700
2015,February,02/01/2015,70710000,"Arts, Entertainment, and Recreation",N,8800
2015,February,02/01/2015,15000000,"Natural Resources, Mining and Constructi",N,38200
2015,February,02/01/2015,7000000,Service Providing,N,623200
2015,February,02/01/2015,11000000,Total Farm,N,400
2015,February,02/01/2015,90930000,Local Government,N,71000
2015,February,02/01/2015,55000000,Financial Activities,N,28800
2015,February,02/01/2015,90910000,Federal Government,N,9200
2015,February,02/01/2015,90000000,Government,N,119100
2015,February,02/01/2015,40000000,"Trade, Transportation and Utilities",N,133300
2015,February,02/01/2015,55530000,Real Estate and Rental and Leasing,N,9800
2015,February,02/01/2015,31000000,Durable Goods,N,48300
2015,February,02/01/2015,60000000,Professional and Business Services,N,123800
2015,February,02/01/2015,60540000,"Professional, Scientific and Technical S",N,66500
2015,February,02/01/2015,65610000,Educational Services,N,15700
2015,February,02/01/2015,70720000,Accommodation and Food Service,N,56200
2015,February,02/01/2015,1000000,Total Wage and Salary,N,732200
2015,February,02/01/2015,90920000,State Government,N,38900
2015,February,02/01/2015,0,Total Nonfarm,N,731800
2015,February,02/01/2015,30000000,Manufacturing,N,70400
2015,February,02/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26500
2015,February,02/01/2015,60550000,Management of Companies and Enterprises,N,17200
2015,February,02/01/2015,41000000,Wholesale Trade,N,37500
2015,February,02/01/2015,55520000,Finance and Insurance,N,19000
2015,March,03/01/2015,60560000,Administrative and Support and Waste Ser,N,40800
2015,March,03/01/2015,80000000,Other Services,N,25100
2015,March,03/01/2015,70000000,Leisure and Hospitality,N,66600
2015,March,03/01/2015,50000000,Information,N,15800
2015,March,03/01/2015,65620000,Health Care and Social Assistance,N,97400
2015,March,03/01/2015,42000000,Retail Trade,N,69400
2015,March,03/01/2015,32000000,Nondurable Goods,N,22300
2015,March,03/01/2015,70710000,"Arts, Entertainment, and Recreation",N,9200
2015,March,03/01/2015,65000000,Educational and Health Services,N,113100
2015,March,03/01/2015,6000000,Goods Producing,N,110100
2015,March,03/01/2015,11000000,Total Farm,N,500
2015,March,03/01/2015,7000000,Service Providing,N,628700
2015,March,03/01/2015,15000000,"Natural Resources, Mining and Constructi",N,39100
2015,March,03/01/2015,90930000,Local Government,N,72600
2015,March,03/01/2015,90910000,Federal Government,N,9100
2015,March,03/01/2015,55000000,Financial Activities,N,29000
2015,March,03/01/2015,90000000,Government,N,121000
2015,March,03/01/2015,60000000,Professional and Business Services,N,124500
2015,March,03/01/2015,31000000,Durable Goods,N,48700
2015,March,03/01/2015,55530000,Real Estate and Rental and Leasing,N,9700
2015,March,03/01/2015,40000000,"Trade, Transportation and Utilities",N,133600
2015,March,03/01/2015,60540000,"Professional, Scientific and Technical S",N,66400
2015,March,03/01/2015,70720000,Accommodation and Food Service,N,57400
2015,March,03/01/2015,65610000,Educational Services,N,15700
2015,March,03/01/2015,1000000,Total Wage and Salary,N,739300
2015,March,03/01/2015,0,Total Nonfarm,N,738800
2015,March,03/01/2015,90920000,State Government,N,39300
2015,March,03/01/2015,30000000,Manufacturing,N,71000
2015,March,03/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26500
2015,March,03/01/2015,60550000,Management of Companies and Enterprises,N,17300
2015,March,03/01/2015,41000000,Wholesale Trade,N,37700
2015,March,03/01/2015,55520000,Finance and Insurance,N,19300
2015,April,04/01/2015,11000000,Total Farm,N,500
2015,April,04/01/2015,65620000,Health Care and Social Assistance,N,97900
2015,April,04/01/2015,60560000,Administrative and Support and Waste Ser,N,42200
2015,April,04/01/2015,80000000,Other Services,N,25400
2015,April,04/01/2015,50000000,Information,N,16100
2015,April,04/01/2015,70000000,Leisure and Hospitality,N,68300
2015,April,04/01/2015,42000000,Retail Trade,N,69400
2015,April,04/01/2015,32000000,Nondurable Goods,N,22300
2015,April,04/01/2015,6000000,Goods Producing,N,110900
2015,April,04/01/2015,65000000,Educational and Health Services,N,113700
2015,April,04/01/2015,70710000,"Arts, Entertainment, and Recreation",N,9900
2015,April,04/01/2015,15000000,"Natural Resources, Mining and Constructi",N,39700
2015,April,04/01/2015,7000000,Service Providing,N,633800
2015,April,04/01/2015,90930000,Local Government,N,72800
2015,April,04/01/2015,55000000,Financial Activities,N,28700
2015,April,04/01/2015,90910000,Federal Government,N,9200
2015,April,04/01/2015,90000000,Government,N,121500
2015,April,04/01/2015,40000000,"Trade, Transportation and Utilities",N,133500
2015,April,04/01/2015,55530000,Real Estate and Rental and Leasing,N,9800
2015,April,04/01/2015,31000000,Durable Goods,N,48900
2015,April,04/01/2015,60000000,Professional and Business Services,N,126600
2015,April,04/01/2015,60540000,"Professional, Scientific and Technical S",N,67700
2015,April,04/01/2015,65610000,Educational Services,N,15800
2015,April,04/01/2015,70720000,Accommodation and Food Service,N,58400
2015,April,04/01/2015,1000000,Total Wage and Salary,N,745200
2015,April,04/01/2015,90920000,State Government,N,39500
2015,April,04/01/2015,0,Total Nonfarm,N,744700
2015,April,04/01/2015,30000000,Manufacturing,N,71200
2015,April,04/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26500
2015,April,04/01/2015,60550000,Management of Companies and Enterprises,N,16700
2015,April,04/01/2015,41000000,Wholesale Trade,N,37600
2015,April,04/01/2015,55520000,Finance and Insurance,N,18900
2015,May,05/01/2015,60560000,Administrative and Support and Waste Ser,N,41500
2015,May,05/01/2015,80000000,Other Services,N,25700
2015,May,05/01/2015,70000000,Leisure and Hospitality,N,69000
2015,May,05/01/2015,50000000,Information,N,16300
2015,May,05/01/2015,65620000,Health Care and Social Assistance,N,98400
2015,May,05/01/2015,42000000,Retail Trade,N,69800
2015,May,05/01/2015,32000000,Nondurable Goods,N,22400
2015,May,05/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10100
2015,May,05/01/2015,65000000,Educational and Health Services,N,114200
2015,May,05/01/2015,6000000,Goods Producing,N,111900
2015,May,05/01/2015,11000000,Total Farm,N,400
2015,May,05/01/2015,7000000,Service Providing,N,635600
2015,May,05/01/2015,15000000,"Natural Resources, Mining and Constructi",N,40300
2015,May,05/01/2015,90930000,Local Government,N,73300
2015,May,05/01/2015,90910000,Federal Government,N,9100
2015,May,05/01/2015,55000000,Financial Activities,N,29000
2015,May,05/01/2015,90000000,Government,N,121900
2015,May,05/01/2015,60000000,Professional and Business Services,N,125400
2015,May,05/01/2015,31000000,Durable Goods,N,49200
2015,May,05/01/2015,55530000,Real Estate and Rental and Leasing,N,9900
2015,May,05/01/2015,40000000,"Trade, Transportation and Utilities",N,134100
2015,May,05/01/2015,60540000,"Professional, Scientific and Technical S",N,67600
2015,May,05/01/2015,70720000,Accommodation and Food Service,N,58900
2015,May,05/01/2015,65610000,Educational Services,N,15800
2015,May,05/01/2015,1000000,Total Wage and Salary,N,747900
2015,May,05/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26600
2015,May,05/01/2015,60550000,Management of Companies and Enterprises,N,16300
2015,May,05/01/2015,0,Total Nonfarm,N,747500
2015,May,05/01/2015,90920000,State Government,N,39500
2015,May,05/01/2015,30000000,Manufacturing,N,71600
2015,May,05/01/2015,41000000,Wholesale Trade,N,37700
2015,May,05/01/2015,55520000,Finance and Insurance,N,19100
2015,June,06/01/2015,60560000,Administrative and Support and Waste Ser,N,41700
2015,June,06/01/2015,80000000,Other Services,N,25800
2015,June,06/01/2015,50000000,Information,N,16700
2015,June,06/01/2015,70000000,Leisure and Hospitality,N,69400
2015,June,06/01/2015,65620000,Health Care and Social Assistance,N,98600
2015,June,06/01/2015,42000000,Retail Trade,N,70300
2015,June,06/01/2015,32000000,Nondurable Goods,N,22700
2015,June,06/01/2015,6000000,Goods Producing,N,113300
2015,June,06/01/2015,65000000,Educational and Health Services,N,114200
2015,June,06/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10400
2015,June,06/01/2015,11000000,Total Farm,N,400
2015,June,06/01/2015,15000000,"Natural Resources, Mining and Constructi",N,40900
2015,June,06/01/2015,7000000,Service Providing,N,636400
2015,June,06/01/2015,90930000,Local Government,N,73600
2015,June,06/01/2015,55000000,Financial Activities,N,29300
2015,June,06/01/2015,90910000,Federal Government,N,9100
2015,June,06/01/2015,90000000,Government,N,120200
2015,June,06/01/2015,40000000,"Trade, Transportation and Utilities",N,135100
2015,June,06/01/2015,55530000,Real Estate and Rental and Leasing,N,10000
2015,June,06/01/2015,31000000,Durable Goods,N,49700
2015,June,06/01/2015,60000000,Professional and Business Services,N,125700
2015,June,06/01/2015,60540000,"Professional, Scientific and Technical S",N,67700
2015,June,06/01/2015,65610000,Educational Services,N,15600
2015,June,06/01/2015,70720000,Accommodation and Food Service,N,59000
2015,June,06/01/2015,1000000,Total Wage and Salary,N,750100
2015,June,06/01/2015,30000000,Manufacturing,N,72400
2015,June,06/01/2015,90920000,State Government,N,37500
2015,June,06/01/2015,0,Total Nonfarm,N,749700
2015,June,06/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26800
2015,June,06/01/2015,60550000,Management of Companies and Enterprises,N,16300
2015,June,06/01/2015,41000000,Wholesale Trade,N,38000
2015,June,06/01/2015,55520000,Finance and Insurance,N,19300
2015,July,07/01/2015,80000000,Other Services,N,25900
2015,July,07/01/2015,70000000,Leisure and Hospitality,N,69000
2015,July,07/01/2015,50000000,Information,N,17100
2015,July,07/01/2015,60560000,Administrative and Support and Waste Ser,N,40800
2015,July,07/01/2015,65620000,Health Care and Social Assistance,N,99000
2015,July,07/01/2015,42000000,Retail Trade,N,70400
2015,July,07/01/2015,32000000,Nondurable Goods,N,22600
2015,July,07/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10300
2015,July,07/01/2015,65000000,Educational and Health Services,N,114400
2015,July,07/01/2015,6000000,Goods Producing,N,115200
2015,July,07/01/2015,11000000,Total Farm,N,500
2015,July,07/01/2015,7000000,Service Providing,N,634300
2015,July,07/01/2015,15000000,"Natural Resources, Mining and Constructi",N,41800
2015,July,07/01/2015,90930000,Local Government,N,70300
2015,July,07/01/2015,90910000,Federal Government,N,9100
2015,July,07/01/2015,55000000,Financial Activities,N,29600
2015,July,07/01/2015,90000000,Government,N,116900
2015,July,07/01/2015,60000000,Professional and Business Services,N,125500
2015,July,07/01/2015,31000000,Durable Goods,N,50800
2015,July,07/01/2015,55530000,Real Estate and Rental and Leasing,N,10000
2015,July,07/01/2015,40000000,"Trade, Transportation and Utilities",N,135900
2015,July,07/01/2015,60540000,"Professional, Scientific and Technical S",N,69200
2015,July,07/01/2015,70720000,Accommodation and Food Service,N,58700
2015,July,07/01/2015,65610000,Educational Services,N,15400
2015,July,07/01/2015,1000000,Total Wage and Salary,N,750000
2015,July,07/01/2015,30000000,Manufacturing,N,73400
2015,July,07/01/2015,0,Total Nonfarm,N,749500
2015,July,07/01/2015,90920000,State Government,N,37500
2015,July,07/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,27100
2015,July,07/01/2015,60550000,Management of Companies and Enterprises,N,15500
2015,July,07/01/2015,41000000,Wholesale Trade,N,38400
2015,July,07/01/2015,55520000,Finance and Insurance,N,19600
2015,August,08/01/2015,80000000,Other Services,N,25600
2015,August,08/01/2015,50000000,Information,N,17200
2015,August,08/01/2015,70000000,Leisure and Hospitality,N,70000
2015,August,08/01/2015,60560000,Administrative and Support and Waste Ser,N,41700
2015,August,08/01/2015,65620000,Health Care and Social Assistance,N,99300
2015,August,08/01/2015,42000000,Retail Trade,N,70800
2015,August,08/01/2015,32000000,Nondurable Goods,N,22700
2015,August,08/01/2015,6000000,Goods Producing,N,116100
2015,August,08/01/2015,65000000,Educational and Health Services,N,114100
2015,August,08/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10300
2015,August,08/01/2015,11000000,Total Farm,N,400
2015,August,08/01/2015,15000000,"Natural Resources, Mining and Constructi",N,42400
2015,August,08/01/2015,7000000,Service Providing,N,637300
2015,August,08/01/2015,90930000,Local Government,N,71600
2015,August,08/01/2015,55000000,Financial Activities,N,29600
2015,August,08/01/2015,90910000,Federal Government,N,9000
2015,August,08/01/2015,90000000,Government,N,118000
2015,August,08/01/2015,40000000,"Trade, Transportation and Utilities",N,136300
2015,August,08/01/2015,55530000,Real Estate and Rental and Leasing,N,9900
2015,August,08/01/2015,31000000,Durable Goods,N,51000
2015,August,08/01/2015,60000000,Professional and Business Services,N,126500
2015,August,08/01/2015,60540000,"Professional, Scientific and Technical S",N,69600
2015,August,08/01/2015,65610000,Educational Services,N,14800
2015,August,08/01/2015,70720000,Accommodation and Food Service,N,59700
2015,August,08/01/2015,1000000,Total Wage and Salary,N,753800
2015,August,08/01/2015,30000000,Manufacturing,N,73700
2015,August,08/01/2015,90920000,State Government,N,37400
2015,August,08/01/2015,0,Total Nonfarm,N,753400
2015,August,08/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,27000
2015,August,08/01/2015,60550000,Management of Companies and Enterprises,N,15200
2015,August,08/01/2015,41000000,Wholesale Trade,N,38500
2015,August,08/01/2015,55520000,Finance and Insurance,N,19700
2015,September,09/01/2015,60560000,Administrative and Support and Waste Ser,N,42100
2015,September,09/01/2015,70000000,Leisure and Hospitality,N,69500
2015,September,09/01/2015,50000000,Information,N,17000
2015,September,09/01/2015,80000000,Other Services,N,25500
2015,September,09/01/2015,65620000,Health Care and Social Assistance,N,99300
2015,September,09/01/2015,42000000,Retail Trade,N,70800
2015,September,09/01/2015,32000000,Nondurable Goods,N,22700
2015,September,09/01/2015,6000000,Goods Producing,N,116400
2015,September,09/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10200
2015,September,09/01/2015,65000000,Educational and Health Services,N,114800
2015,September,09/01/2015,11000000,Total Farm,N,400
2015,September,09/01/2015,7000000,Service Providing,N,637200
2015,September,09/01/2015,15000000,"Natural Resources, Mining and Constructi",N,42600
2015,September,09/01/2015,90930000,Local Government,N,72000
2015,September,09/01/2015,90910000,Federal Government,N,8900
2015,September,09/01/2015,55000000,Financial Activities,N,29500
2015,September,09/01/2015,90000000,Government,N,118900
2015,September,09/01/2015,60000000,Professional and Business Services,N,125800
2015,September,09/01/2015,31000000,Durable Goods,N,51100
2015,September,09/01/2015,55530000,Real Estate and Rental and Leasing,N,9800
2015,September,09/01/2015,40000000,"Trade, Transportation and Utilities",N,136200
2015,September,09/01/2015,60540000,"Professional, Scientific and Technical S",N,68900
2015,September,09/01/2015,70720000,Accommodation and Food Service,N,59300
2015,September,09/01/2015,65610000,Educational Services,N,15500
2015,September,09/01/2015,1000000,Total Wage and Salary,N,754000
2015,September,09/01/2015,30000000,Manufacturing,N,73800
2015,September,09/01/2015,0,Total Nonfarm,N,753600
2015,September,09/01/2015,90920000,State Government,N,38000
2015,September,09/01/2015,60550000,Management of Companies and Enterprises,N,14800
2015,September,09/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,26900
2015,September,09/01/2015,41000000,Wholesale Trade,N,38500
2015,September,09/01/2015,55520000,Finance and Insurance,N,19700
2015,October,10/01/2015,65620000,Health Care and Social Assistance,N,100900
2015,October,10/01/2015,80000000,Other Services,N,25800
2015,October,10/01/2015,50000000,Information,N,17300
2015,October,10/01/2015,70000000,Leisure and Hospitality,N,69900
2015,October,10/01/2015,60560000,Administrative and Support and Waste Ser,N,42100
2015,October,10/01/2015,32000000,Nondurable Goods,N,22900
2015,October,10/01/2015,42000000,Retail Trade,N,71100
2015,October,10/01/2015,6000000,Goods Producing,N,116800
2015,October,10/01/2015,65000000,Educational and Health Services,N,116700
2015,October,10/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10000
2015,October,10/01/2015,11000000,Total Farm,N,500
2015,October,10/01/2015,15000000,"Natural Resources, Mining and Constructi",N,42600
2015,October,10/01/2015,7000000,Service Providing,N,644100
2015,October,10/01/2015,90930000,Local Government,N,73300
2015,October,10/01/2015,55000000,Financial Activities,N,29600
2015,October,10/01/2015,90910000,Federal Government,N,9000
2015,October,10/01/2015,90000000,Government,N,121200
2015,October,10/01/2015,40000000,"Trade, Transportation and Utilities",N,136600
2015,October,10/01/2015,55530000,Real Estate and Rental and Leasing,N,10000
2015,October,10/01/2015,31000000,Durable Goods,N,51300
2015,October,10/01/2015,60000000,Professional and Business Services,N,127000
2015,October,10/01/2015,60540000,"Professional, Scientific and Technical S",N,70100
2015,October,10/01/2015,65610000,Educational Services,N,15800
2015,October,10/01/2015,70720000,Accommodation and Food Service,N,59900
2015,October,10/01/2015,1000000,Total Wage and Salary,N,761400
2015,October,10/01/2015,60550000,Management of Companies and Enterprises,N,14800
2015,October,10/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,27100
2015,October,10/01/2015,90920000,State Government,N,38900
2015,October,10/01/2015,0,Total Nonfarm,N,760900
2015,October,10/01/2015,30000000,Manufacturing,N,74200
2015,October,10/01/2015,55520000,Finance and Insurance,N,19600
2015,October,10/01/2015,41000000,Wholesale Trade,N,38400
2015,November,11/01/2015,65620000,Health Care and Social Assistance,N,101200
2015,November,11/01/2015,60560000,Administrative and Support and Waste Ser,N,42000
2015,November,11/01/2015,70000000,Leisure and Hospitality,N,69700
2015,November,11/01/2015,50000000,Information,N,17400
2015,November,11/01/2015,80000000,Other Services,N,25600
2015,November,11/01/2015,32000000,Nondurable Goods,N,22900
2015,November,11/01/2015,42000000,Retail Trade,N,73400
2015,November,11/01/2015,6000000,Goods Producing,N,116600
2015,November,11/01/2015,70710000,"Arts, Entertainment, and Recreation",N,9800
2015,November,11/01/2015,65000000,Educational and Health Services,N,117100
2015,November,11/01/2015,11000000,Total Farm,N,500
2015,November,11/01/2015,7000000,Service Providing,N,647900
2015,November,11/01/2015,15000000,"Natural Resources, Mining and Constructi",N,42600
2015,November,11/01/2015,90910000,Federal Government,N,9100
2015,November,11/01/2015,55000000,Financial Activities,N,29800
2015,November,11/01/2015,90930000,Local Government,N,73700
2015,November,11/01/2015,90000000,Government,N,122300
2015,November,11/01/2015,60000000,Professional and Business Services,N,126900
2015,November,11/01/2015,31000000,Durable Goods,N,51100
2015,November,11/01/2015,55530000,Real Estate and Rental and Leasing,N,10100
2015,November,11/01/2015,40000000,"Trade, Transportation and Utilities",N,139100
2015,November,11/01/2015,60540000,"Professional, Scientific and Technical S",N,70200
2015,November,11/01/2015,70720000,Accommodation and Food Service,N,59900
2015,November,11/01/2015,65610000,Educational Services,N,15900
2015,November,11/01/2015,1000000,Total Wage and Salary,N,765000
2015,November,11/01/2015,0,Total Nonfarm,N,764500
2015,November,11/01/2015,90920000,State Government,N,39500
2015,November,11/01/2015,30000000,Manufacturing,N,74000
2015,November,11/01/2015,55520000,Finance and Insurance,N,19700
2015,November,11/01/2015,60550000,Management of Companies and Enterprises,N,14700
2015,November,11/01/2015,43000000,"Transportation, Warehousing and Utilitie",N,27300
2015,November,11/01/2015,41000000,Wholesale Trade,N,38400
2015,December,12/01/2015,65620000,Health Care and Social Assistance,N,101700
2015,December,12/01/2015,60560000,Administrative and Support and Waste Ser,N,42100
2015,December,12/01/2015,80000000,Other Services,N,25600
2015,December,12/01/2015,50000000,Information,N,17500
2015,December,12/01/2015,70000000,Leisure and Hospitality,N,69900
2015,December,12/01/2015,32000000,Nondurable Goods,N,22800
2015,December,12/01/2015,42000000,Retail Trade,N,74300
2015,December,12/01/2015,6000000,Goods Producing,N,116100
2015,December,12/01/2015,65000000,Educational and Health Services,N,117500
2015,December,12/01/2015,70710000,"Arts, Entertainment, and Recreation",N,10100
2015,December,12/01/2015,11000000,Total Farm,N,500
2015,December,12/01/2015,15000000,"Natural Resources, Mining and Constructi",N,42100
2015,December,12/01/2015,7000000,Service Providing,N,650100
2015,December,12/01/2015,90930000,Local Government,N,73600
2015,December,12/01/2015,55000000,Financial Activities,N,30000
2015,December,12/01/2015,90910000,Federal Government,N,9200
2015,December,12/01/2015,90000000,Government,N,121700
2015,December,12/01/2015,40000000,"Trade, Transportation and Utilities",N,140800
2015,December,12/01/2015,55530000,Real Estate and Rental and Leasing,N,9900
2015,December,12/01/2015,31000000,Durable Goods,N,51200
2015,December,12/01/2015,60000000,Professional and Business Services,N,127100
2015,December,12/01/2015,60540000,"Professional, Scientific and Technical S",N,70300
2015,December,12/01/2015,65610000,Educational Services,N,15800
2015,December,12/01/2015,70720000,Accommodation and Food Service,N,59800
